date,store_id,product_id,category,region,inventory_level,units_sold,baseline_ma_30,ml_forecast,safety_stock,reorder_point,recommended_order,stock_status,price,discount,holiday_promotion,weather_condition
2022-07-28,S002,P0014,Groceries,East,249,197,134.1,206.74,173.0,441.0,192.0,⚠️ Reorder Needed,96.75,15,1,Rainy
2022-07-29,S002,P0014,Toys,North,311,34,130.4,33.27,173.0,434.0,123.0,⚠️ Reorder Needed,28.65,15,1,Rainy
2022-07-30,S002,P0014,Toys,East,124,101,132.6,118.58,173.0,438.0,314.0,🔴 Critical Stockout Risk,19.35,0,0,Sunny
2022-07-31,S002,P0014,Clothing,West,463,123,133.2,129.53,173.0,439.0,0.0,✅ Healthy Stock,21.88,10,1,Rainy
2022-08-01,S002,P0014,Groceries,West,169,128,136.1,144.49,173.0,445.0,276.0,🔴 Critical Stockout Risk,99.51,5,0,Sunny
2022-08-02,S002,P0014,Clothing,North,124,92,138.3,86.8,173.0,450.0,326.0,🔴 Critical Stockout Risk,33.61,5,0,Snowy
2022-08-03,S002,P0014,Electronics,East,391,315,145.1,327.66,173.0,463.0,72.0,⚠️ Reorder Needed,34.17,0,0,Snowy
2022-08-04,S002,P0014,Clothing,West,145,101,147.4,103.98,173.0,468.0,323.0,🔴 Critical Stockout Risk,23.53,5,1,Cloudy
2022-08-05,S002,P0014,Electronics,East,259,29,143.8,22.01,173.0,461.0,202.0,⚠️ Reorder Needed,50.59,15,1,Rainy
2022-08-06,S002,P0014,Clothing,East,222,33,135.4,50.74,173.0,444.0,222.0,⚠️ Reorder Needed,99.16,0,1,Rainy
2022-08-07,S002,P0014,Groceries,North,449,378,144.3,369.7,173.0,462.0,13.0,⚠️ Reorder Needed,76.06,15,0,Rainy
2022-08-08,S002,P0014,Toys,South,361,247,149.3,245.47,173.0,472.0,111.0,⚠️ Reorder Needed,23.9,15,0,Snowy
2022-08-09,S002,P0014,Furniture,West,360,102,147.6,121.63,173.0,468.0,108.0,⚠️ Reorder Needed,84.0,10,0,Sunny
2022-08-10,S002,P0014,Toys,East,382,342,157.0,333.41,173.0,487.0,105.0,⚠️ Reorder Needed,81.47,20,1,Cloudy
2022-08-11,S002,P0014,Groceries,East,489,213,163.1,227.7,173.0,499.0,10.0,⚠️ Reorder Needed,99.91,15,1,Cloudy
2022-08-12,S002,P0014,Toys,West,484,411,175.8,409.31,173.0,525.0,41.0,⚠️ Reorder Needed,35.45,0,0,Snowy
2022-08-13,S002,P0014,Furniture,West,298,137,170.6,151.87,173.0,514.0,216.0,⚠️ Reorder Needed,84.21,20,0,Snowy
2022-08-14,S002,P0014,Furniture,South,165,141,168.3,158.37,173.0,510.0,345.0,🔴 Critical Stockout Risk,19.49,10,1,Snowy
2022-08-15,S002,P0014,Furniture,South,341,136,170.5,147.48,173.0,514.0,173.0,⚠️ Reorder Needed,16.08,5,1,Cloudy
2022-08-16,S002,P0014,Electronics,East,327,12,165.8,12.95,173.0,505.0,178.0,⚠️ Reorder Needed,26.36,15,0,Sunny
2022-08-17,S002,P0014,Toys,East,85,42,163.7,34.88,173.0,500.0,415.0,🔴 Critical Stockout Risk,65.32,10,1,Rainy
2022-08-18,S002,P0014,Groceries,East,474,243,170.7,236.07,173.0,514.0,40.0,⚠️ Reorder Needed,60.2,10,1,Snowy
2022-08-19,S002,P0014,Toys,South,296,197,177.3,192.68,173.0,528.0,232.0,⚠️ Reorder Needed,87.59,15,1,Rainy
2022-08-20,S002,P0014,Clothing,East,271,167,173.7,172.31,173.0,520.0,249.0,⚠️ Reorder Needed,21.59,5,1,Cloudy
2022-08-21,S002,P0014,Groceries,North,472,323,170.0,326.16,173.0,513.0,41.0,⚠️ Reorder Needed,84.77,0,1,Cloudy
2022-08-22,S002,P0014,Clothing,West,144,136,168.4,149.85,173.0,510.0,366.0,🔴 Critical Stockout Risk,49.67,20,0,Rainy
2022-08-23,S002,P0014,Electronics,North,247,50,169.0,42.91,173.0,511.0,264.0,⚠️ Reorder Needed,23.97,5,0,Sunny
2022-08-24,S002,P0014,Toys,South,479,273,177.2,265.63,173.0,527.0,48.0,⚠️ Reorder Needed,91.92,10,1,Cloudy
2022-08-25,S002,P0014,Clothing,South,316,140,168.9,133.47,173.0,511.0,195.0,⚠️ Reorder Needed,99.56,10,0,Snowy
2022-08-26,S002,P0014,Clothing,West,129,111,165.1,123.02,173.0,503.0,374.0,🔴 Critical Stockout Risk,55.92,0,0,Rainy
2022-08-27,S002,P0014,Groceries,East,426,10,158.9,8.4,173.0,491.0,65.0,⚠️ Reorder Needed,36.55,15,0,Cloudy
2022-08-28,S002,P0014,Furniture,North,159,52,159.5,49.11,173.0,492.0,333.0,🔴 Critical Stockout Risk,40.66,20,0,Sunny
2022-08-29,S002,P0014,Groceries,North,76,65,158.3,69.01,173.0,490.0,414.0,🔴 Critical Stockout Risk,43.73,5,0,Cloudy
2022-08-30,S002,P0014,Clothing,West,129,60,156.2,56.92,173.0,485.0,356.0,🔴 Critical Stockout Risk,65.26,15,1,Sunny
2022-08-31,S002,P0014,Electronics,North,384,206,158.8,212.22,173.0,491.0,107.0,⚠️ Reorder Needed,72.35,5,1,Sunny
2022-09-01,S002,P0014,Groceries,North,323,91,158.8,97.13,173.0,491.0,168.0,⚠️ Reorder Needed,28.02,10,0,Sunny
2022-09-02,S002,P0014,Clothing,North,63,1,148.3,6.86,173.0,470.0,407.0,🔴 Critical Stockout Risk,60.55,15,0,Cloudy
2022-09-03,S002,P0014,Electronics,South,419,303,155.0,318.94,173.0,483.0,64.0,⚠️ Reorder Needed,20.88,0,1,Cloudy
2022-09-04,S002,P0014,Clothing,West,444,102,157.5,102.89,173.0,488.0,44.0,⚠️ Reorder Needed,31.83,15,1,Snowy
2022-09-05,S002,P0014,Clothing,North,83,41,157.7,59.41,173.0,488.0,405.0,🔴 Critical Stockout Risk,56.8,5,0,Rainy
2022-09-06,S002,P0014,Groceries,East,122,115,149.0,116.0,173.0,471.0,349.0,🔴 Critical Stockout Risk,73.15,5,0,Snowy
2022-09-07,S002,P0014,Electronics,South,302,211,147.8,206.0,173.0,469.0,167.0,⚠️ Reorder Needed,79.01,10,1,Rainy
2022-09-08,S002,P0014,Toys,East,90,51,146.1,52.62,173.0,465.0,375.0,🔴 Critical Stockout Risk,19.77,5,0,Rainy
2022-09-09,S002,P0014,Groceries,South,332,71,137.0,62.01,173.0,447.0,115.0,⚠️ Reorder Needed,94.45,5,1,Cloudy
2022-09-10,S002,P0014,Groceries,North,404,31,131.0,42.29,173.0,435.0,31.0,⚠️ Reorder Needed,94.5,5,0,Cloudy
2022-09-11,S002,P0014,Toys,East,281,227,124.8,241.21,173.0,423.0,142.0,⚠️ Reorder Needed,33.36,5,0,Rainy
2022-09-12,S002,P0014,Groceries,South,434,336,131.5,346.0,173.0,436.0,2.0,⚠️ Reorder Needed,68.54,20,0,Rainy
2022-09-13,S002,P0014,Furniture,North,61,17,127.3,24.38,173.0,428.0,367.0,🔴 Critical Stockout Risk,10.1,20,1,Rainy
2022-09-14,S002,P0014,Furniture,East,212,68,125.1,58.33,173.0,423.0,211.0,⚠️ Reorder Needed,55.36,5,0,Cloudy
2022-09-15,S002,P0014,Clothing,South,320,192,131.1,209.98,173.0,435.0,115.0,⚠️ Reorder Needed,93.75,20,0,Cloudy
2022-09-16,S002,P0014,Furniture,East,457,286,139.2,296.55,173.0,451.0,0.0,✅ Healthy Stock,66.89,0,1,Snowy
2022-09-17,S002,P0014,Groceries,East,150,132,135.5,149.22,173.0,444.0,294.0,🔴 Critical Stockout Risk,70.46,0,1,Cloudy
2022-09-18,S002,P0014,Clothing,South,378,232,136.7,251.94,173.0,446.0,68.0,⚠️ Reorder Needed,19.14,5,0,Cloudy
2022-09-19,S002,P0014,Electronics,South,431,57,133.0,60.28,173.0,439.0,8.0,⚠️ Reorder Needed,74.81,0,1,Snowy
2022-09-20,S002,P0014,Toys,North,451,15,122.7,18.42,173.0,418.0,0.0,✅ Healthy Stock,90.17,5,0,Rainy
2022-09-21,S002,P0014,Electronics,West,316,134,122.7,125.57,173.0,418.0,102.0,⚠️ Reorder Needed,86.2,5,1,Sunny
2022-09-22,S002,P0014,Furniture,West,210,166,126.5,182.58,173.0,426.0,216.0,⚠️ Reorder Needed,19.93,5,1,Cloudy
2022-09-23,S002,P0014,Toys,East,495,333,128.5,328.2,173.0,430.0,0.0,✅ Healthy Stock,95.79,20,1,Rainy
2022-09-24,S002,P0014,Electronics,South,427,348,135.5,349.56,173.0,444.0,17.0,⚠️ Reorder Needed,79.47,10,0,Cloudy
2022-09-25,S002,P0014,Furniture,West,90,63,133.9,68.22,173.0,441.0,351.0,🔴 Critical Stockout Risk,41.45,0,1,Rainy
2022-09-26,S002,P0014,Toys,South,443,264,142.3,260.75,173.0,458.0,15.0,⚠️ Reorder Needed,24.92,0,1,Sunny
2022-09-27,S002,P0014,Toys,West,450,350,152.3,361.33,173.0,478.0,28.0,⚠️ Reorder Needed,73.38,10,1,Snowy
2022-09-28,S002,P0014,Furniture,South,150,31,151.1,24.38,173.0,475.0,325.0,🔴 Critical Stockout Risk,73.92,20,0,Snowy
2022-09-29,S002,P0014,Electronics,East,391,122,153.2,137.29,173.0,479.0,88.0,⚠️ Reorder Needed,85.25,0,0,Cloudy
2022-09-30,S002,P0014,Electronics,North,238,206,153.2,218.34,173.0,479.0,241.0,⚠️ Reorder Needed,24.15,0,0,Snowy
2022-10-01,S002,P0014,Electronics,West,273,156,155.4,154.7,173.0,484.0,211.0,⚠️ Reorder Needed,30.44,15,1,Sunny
2022-10-02,S002,P0014,Toys,North,381,355,167.2,364.44,173.0,507.0,126.0,⚠️ Reorder Needed,24.92,10,0,Sunny
2022-10-03,S002,P0014,Furniture,North,396,42,158.5,57.52,173.0,490.0,94.0,⚠️ Reorder Needed,78.16,5,1,Rainy
2022-10-04,S002,P0014,Groceries,East,468,313,165.5,317.93,173.0,504.0,36.0,⚠️ Reorder Needed,75.58,15,1,Cloudy
2022-10-05,S002,P0014,Groceries,East,88,53,165.9,43.75,173.0,505.0,417.0,🔴 Critical Stockout Risk,70.28,20,0,Snowy
2022-10-06,S002,P0014,Toys,North,272,239,170.0,238.13,173.0,513.0,241.0,⚠️ Reorder Needed,25.18,10,0,Rainy
2022-10-07,S002,P0014,Groceries,South,322,278,172.3,290.65,173.0,518.0,196.0,⚠️ Reorder Needed,14.74,20,0,Snowy
2022-10-08,S002,P0014,Groceries,South,74,52,172.3,67.68,173.0,518.0,444.0,🔴 Critical Stockout Risk,78.5,5,1,Rainy
2022-10-09,S002,P0014,Electronics,South,100,66,172.1,66.55,173.0,517.0,417.0,🔴 Critical Stockout Risk,23.74,10,1,Cloudy
2022-10-10,S002,P0014,Electronics,East,422,178,177.0,180.22,173.0,527.0,105.0,⚠️ Reorder Needed,45.12,20,0,Snowy
2022-10-11,S002,P0014,Electronics,South,414,169,175.1,159.18,173.0,523.0,109.0,⚠️ Reorder Needed,34.95,15,1,Cloudy
2022-10-12,S002,P0014,Clothing,North,345,307,174.1,321.13,173.0,521.0,176.0,⚠️ Reorder Needed,29.08,0,1,Cloudy
2022-10-13,S002,P0014,Furniture,East,218,143,178.3,162.91,173.0,530.0,312.0,⚠️ Reorder Needed,38.79,20,0,Rainy
2022-10-14,S002,P0014,Clothing,North,463,4,176.2,-4.05,173.0,525.0,62.0,⚠️ Reorder Needed,23.83,0,1,Sunny
2022-10-15,S002,P0014,Electronics,West,388,186,176.0,203.28,173.0,525.0,137.0,⚠️ Reorder Needed,74.81,15,1,Rainy
2022-10-16,S002,P0014,Toys,West,389,59,168.4,52.16,173.0,510.0,121.0,⚠️ Reorder Needed,29.14,15,1,Cloudy
2022-10-17,S002,P0014,Furniture,South,194,80,166.7,74.88,173.0,506.0,312.0,⚠️ Reorder Needed,43.46,10,0,Cloudy
2022-10-18,S002,P0014,Electronics,South,445,21,159.7,16.66,173.0,492.0,47.0,⚠️ Reorder Needed,16.76,0,0,Rainy
2022-10-19,S002,P0014,Furniture,East,138,5,157.9,23.91,173.0,489.0,351.0,🔴 Critical Stockout Risk,22.87,20,0,Rainy
2022-10-20,S002,P0014,Clothing,East,448,285,166.9,285.55,173.0,507.0,59.0,⚠️ Reorder Needed,99.78,15,0,Sunny
2022-10-21,S002,P0014,Furniture,North,130,92,165.5,89.88,173.0,504.0,374.0,🔴 Critical Stockout Risk,89.59,15,1,Snowy
2022-10-22,S002,P0014,Groceries,East,350,9,160.3,21.15,173.0,494.0,144.0,⚠️ Reorder Needed,77.82,15,1,Cloudy
2022-10-23,S002,P0014,Furniture,North,81,30,150.2,24.7,173.0,473.0,392.0,🔴 Critical Stockout Risk,69.56,20,0,Snowy
2022-10-24,S002,P0014,Groceries,East,200,121,142.6,132.59,173.0,458.0,258.0,⚠️ Reorder Needed,99.36,5,0,Sunny
2022-10-25,S002,P0014,Toys,East,203,174,146.3,165.09,173.0,466.0,263.0,⚠️ Reorder Needed,75.37,5,0,Cloudy
2022-10-26,S002,P0014,Toys,North,109,64,139.7,58.22,173.0,452.0,343.0,🔴 Critical Stockout Risk,23.77,10,0,Snowy
2022-10-27,S002,P0014,Electronics,East,215,68,130.3,67.94,173.0,434.0,219.0,⚠️ Reorder Needed,58.98,20,0,Sunny
2022-10-28,S002,P0014,Furniture,East,288,52,131.0,46.86,173.0,435.0,147.0,⚠️ Reorder Needed,16.9,20,1,Cloudy
2022-10-29,S002,P0014,Electronics,North,272,25,127.7,27.16,173.0,428.0,156.0,⚠️ Reorder Needed,59.25,15,0,Cloudy
2022-10-30,S002,P0014,Groceries,East,254,24,121.7,42.36,173.0,416.0,162.0,⚠️ Reorder Needed,61.33,20,1,Rainy
2022-10-31,S002,P0014,Groceries,South,239,217,123.7,212.4,173.0,420.0,181.0,⚠️ Reorder Needed,27.67,10,0,Cloudy
2022-11-01,S002,P0014,Furniture,South,407,327,122.8,342.47,173.0,419.0,12.0,⚠️ Reorder Needed,46.9,10,0,Sunny
2022-11-02,S002,P0014,Groceries,South,78,40,122.7,44.81,173.0,418.0,340.0,🔴 Critical Stockout Risk,56.82,15,0,Sunny
2022-11-03,S002,P0014,Toys,West,162,20,112.9,17.52,173.0,399.0,237.0,🔴 Critical Stockout Risk,27.88,5,1,Rainy
2022-11-04,S002,P0014,Furniture,North,313,178,117.1,195.11,173.0,407.0,94.0,⚠️ Reorder Needed,31.04,10,0,Sunny
2022-11-05,S002,P0014,Clothing,South,126,9,109.4,22.21,173.0,392.0,266.0,🔴 Critical Stockout Risk,39.96,0,0,Cloudy
2022-11-06,S002,P0014,Furniture,North,301,16,100.7,19.53,173.0,374.0,73.0,⚠️ Reorder Needed,72.29,10,0,Snowy
2022-11-07,S002,P0014,Electronics,West,128,105,102.5,110.86,173.0,378.0,250.0,🔴 Critical Stockout Risk,39.41,5,0,Snowy
2022-11-08,S002,P0014,Toys,South,191,59,102.2,56.72,173.0,377.0,186.0,⚠️ Reorder Needed,40.48,0,0,Sunny
2022-11-09,S002,P0014,Groceries,East,392,51,98.0,53.49,173.0,369.0,0.0,✅ Healthy Stock,37.81,5,0,Sunny
2022-11-10,S002,P0014,Clothing,East,91,5,92.5,-0.72,173.0,358.0,267.0,🔴 Critical Stockout Risk,36.66,20,0,Snowy
2022-11-11,S002,P0014,Electronics,South,424,166,87.8,158.64,173.0,349.0,0.0,✅ Healthy Stock,35.1,10,1,Snowy
2022-11-12,S002,P0014,Electronics,North,66,36,84.3,32.8,173.0,342.0,276.0,🔴 Critical Stockout Risk,18.92,5,1,Cloudy
2022-11-13,S002,P0014,Electronics,East,260,44,85.6,57.43,173.0,344.0,84.0,⚠️ Reorder Needed,25.15,0,1,Cloudy
2022-11-14,S002,P0014,Furniture,East,201,171,85.1,181.62,173.0,343.0,142.0,⚠️ Reorder Needed,93.79,15,1,Sunny
2022-11-15,S002,P0014,Groceries,South,299,77,85.7,71.76,173.0,344.0,45.0,⚠️ Reorder Needed,84.31,5,0,Cloudy
2022-11-16,S002,P0014,Toys,East,73,58,85.0,51.05,173.0,343.0,270.0,🔴 Critical Stockout Risk,31.29,5,0,Snowy
2022-11-17,S002,P0014,Toys,East,167,25,85.1,19.94,173.0,343.0,176.0,🔴 Critical Stockout Risk,66.72,5,0,Rainy
2022-11-18,S002,P0014,Furniture,West,348,281,94.3,293.91,173.0,362.0,14.0,⚠️ Reorder Needed,12.86,15,1,Cloudy
2022-11-19,S002,P0014,Electronics,North,177,175,90.6,170.26,173.0,354.0,177.0,⚠️ Reorder Needed,79.78,20,1,Sunny
2022-11-20,S002,P0014,Toys,North,415,215,94.7,212.88,173.0,362.0,0.0,✅ Healthy Stock,46.65,0,1,Cloudy
2022-11-21,S002,P0014,Electronics,West,215,179,100.4,179.24,173.0,374.0,159.0,⚠️ Reorder Needed,89.51,5,0,Cloudy
2022-11-22,S002,P0014,Furniture,West,409,319,110.0,323.58,173.0,393.0,0.0,✅ Healthy Stock,18.61,10,1,Sunny
2022-11-23,S002,P0014,Toys,North,234,132,110.4,134.06,173.0,394.0,160.0,⚠️ Reorder Needed,62.87,5,0,Cloudy
2022-11-24,S002,P0014,Clothing,North,221,66,106.8,63.12,173.0,387.0,166.0,⚠️ Reorder Needed,30.12,5,1,Rainy
2022-11-25,S002,P0014,Furniture,West,257,178,110.6,178.61,173.0,394.0,137.0,⚠️ Reorder Needed,11.55,5,1,Snowy
2022-11-26,S002,P0014,Furniture,South,199,39,109.6,45.62,173.0,392.0,193.0,⚠️ Reorder Needed,25.98,5,1,Rainy
2022-11-27,S002,P0014,Furniture,East,142,35,109.1,37.22,173.0,391.0,249.0,🔴 Critical Stockout Risk,21.94,15,1,Rainy
2022-11-28,S002,P0014,Groceries,East,495,191,114.6,196.78,173.0,402.0,0.0,✅ Healthy Stock,84.39,20,0,Rainy
2022-11-29,S002,P0014,Electronics,East,468,63,115.9,63.54,173.0,405.0,0.0,✅ Healthy Stock,18.24,20,1,Cloudy
2022-11-30,S002,P0014,Electronics,West,291,37,109.9,56.54,173.0,393.0,102.0,⚠️ Reorder Needed,11.1,0,1,Snowy
2022-12-01,S002,P0014,Furniture,South,479,8,99.3,22.06,173.0,372.0,0.0,✅ Healthy Stock,54.25,20,0,Rainy
2022-12-02,S002,P0014,Electronics,North,488,164,103.4,156.78,173.0,380.0,0.0,✅ Healthy Stock,55.79,10,0,Rainy
2022-12-03,S002,P0014,Toys,East,50,45,104.2,43.52,173.0,381.0,331.0,🔴 Critical Stockout Risk,21.79,15,1,Rainy
2022-12-04,S002,P0014,Electronics,East,394,221,105.7,213.6,173.0,384.0,0.0,✅ Healthy Stock,59.1,15,0,Sunny
2022-12-05,S002,P0014,Furniture,East,210,179,111.3,171.97,173.0,396.0,186.0,⚠️ Reorder Needed,98.55,15,0,Sunny
2022-12-06,S002,P0014,Furniture,East,91,50,112.5,45.91,173.0,398.0,307.0,🔴 Critical Stockout Risk,40.13,15,1,Sunny
2022-12-07,S002,P0014,Furniture,West,75,54,110.8,72.82,173.0,395.0,320.0,🔴 Critical Stockout Risk,31.97,20,0,Cloudy
2022-12-08,S002,P0014,Clothing,South,242,164,114.3,181.28,173.0,402.0,160.0,⚠️ Reorder Needed,88.42,5,0,Cloudy
2022-12-09,S002,P0014,Clothing,East,323,309,122.9,317.82,173.0,419.0,96.0,⚠️ Reorder Needed,81.72,15,0,Cloudy
2022-12-10,S002,P0014,Groceries,West,327,46,124.2,38.82,173.0,421.0,94.0,⚠️ Reorder Needed,42.09,20,1,Sunny
2022-12-11,S002,P0014,Clothing,East,495,47,120.3,60.51,173.0,414.0,0.0,✅ Healthy Stock,20.33,15,1,Snowy
2022-12-12,S002,P0014,Toys,South,171,89,122.0,97.03,173.0,417.0,246.0,🔴 Critical Stockout Risk,94.67,5,0,Cloudy
2022-12-13,S002,P0014,Electronics,South,302,181,126.6,198.48,173.0,426.0,124.0,⚠️ Reorder Needed,39.66,10,0,Cloudy
2022-12-14,S002,P0014,Electronics,West,420,131,125.3,136.63,173.0,424.0,4.0,⚠️ Reorder Needed,21.62,5,1,Rainy
2022-12-15,S002,P0014,Groceries,South,100,87,125.6,104.85,173.0,424.0,324.0,🔴 Critical Stockout Risk,20.6,20,0,Sunny
2022-12-16,S002,P0014,Clothing,East,248,128,127.9,118.93,173.0,429.0,181.0,⚠️ Reorder Needed,34.42,20,0,Sunny
2022-12-17,S002,P0014,Clothing,North,256,195,133.6,213.44,173.0,440.0,184.0,⚠️ Reorder Needed,84.71,10,0,Sunny
2022-12-18,S002,P0014,Toys,East,404,95,127.4,89.44,173.0,428.0,24.0,⚠️ Reorder Needed,23.47,10,0,Sunny
2022-12-19,S002,P0014,Clothing,East,66,16,122.1,35.8,173.0,417.0,351.0,🔴 Critical Stockout Risk,41.17,20,1,Snowy
2022-12-20,S002,P0014,Clothing,North,81,26,115.8,18.79,173.0,405.0,324.0,🔴 Critical Stockout Risk,50.72,15,0,Sunny
2022-12-21,S002,P0014,Furniture,South,130,18,110.4,16.07,173.0,394.0,264.0,🔴 Critical Stockout Risk,62.2,10,0,Sunny
2022-12-22,S002,P0014,Electronics,South,283,161,105.2,157.08,173.0,383.0,100.0,⚠️ Reorder Needed,33.28,10,0,Sunny
2022-12-23,S002,P0014,Electronics,North,194,27,101.7,35.86,173.0,376.0,182.0,⚠️ Reorder Needed,86.37,5,0,Rainy
2022-12-24,S002,P0014,Electronics,West,402,13,99.9,20.7,173.0,373.0,0.0,✅ Healthy Stock,99.16,0,0,Rainy
2022-12-25,S002,P0014,Furniture,West,199,185,100.1,203.35,173.0,373.0,174.0,⚠️ Reorder Needed,31.93,20,0,Rainy
2022-12-26,S002,P0014,Clothing,South,326,35,100.0,27.54,173.0,373.0,47.0,⚠️ Reorder Needed,85.27,20,1,Snowy
2022-12-27,S002,P0014,Toys,North,342,158,104.1,173.09,173.0,381.0,39.0,⚠️ Reorder Needed,35.37,15,0,Rainy
2022-12-28,S002,P0014,Furniture,West,317,176,103.6,168.83,173.0,380.0,63.0,⚠️ Reorder Needed,39.86,10,1,Snowy
2022-12-29,S002,P0014,Clothing,North,418,28,102.4,29.06,173.0,378.0,0.0,✅ Healthy Stock,53.94,20,1,Sunny
2022-12-30,S002,P0014,Toys,North,251,194,107.7,202.52,173.0,388.0,137.0,⚠️ Reorder Needed,79.92,0,0,Snowy
2022-12-31,S002,P0014,Electronics,North,127,13,107.8,23.75,173.0,389.0,262.0,🔴 Critical Stockout Risk,71.03,20,0,Snowy
2023-01-01,S002,P0014,Clothing,South,323,65,104.5,83.32,173.0,382.0,59.0,⚠️ Reorder Needed,54.49,5,0,Sunny
2023-01-02,S002,P0014,Electronics,West,298,4,103.2,-5.97,173.0,379.0,81.0,⚠️ Reorder Needed,32.72,15,1,Sunny
2023-01-03,S002,P0014,Groceries,South,359,174,101.6,175.46,173.0,376.0,17.0,⚠️ Reorder Needed,54.46,20,1,Cloudy
2023-01-04,S002,P0014,Groceries,South,439,269,104.6,279.77,173.0,382.0,0.0,✅ Healthy Stock,18.87,20,0,Sunny
2023-01-05,S002,P0014,Toys,West,438,346,114.5,361.11,173.0,402.0,0.0,✅ Healthy Stock,44.94,5,1,Rainy
2023-01-06,S002,P0014,Clothing,East,207,28,113.6,40.75,173.0,400.0,193.0,⚠️ Reorder Needed,65.57,5,1,Snowy
2023-01-07,S002,P0014,Clothing,South,182,174,113.9,171.8,173.0,401.0,219.0,⚠️ Reorder Needed,27.84,0,1,Snowy
2023-01-08,S002,P0014,Furniture,West,319,296,113.5,307.7,173.0,400.0,81.0,⚠️ Reorder Needed,56.13,10,0,Cloudy
2023-01-09,S002,P0014,Clothing,North,156,58,113.9,59.38,173.0,401.0,245.0,🔴 Critical Stockout Risk,72.74,0,1,Cloudy
2023-01-10,S002,P0014,Furniture,West,132,72,114.7,62.52,173.0,402.0,270.0,🔴 Critical Stockout Risk,60.91,10,0,Sunny
2023-01-11,S002,P0014,Groceries,East,452,271,120.8,266.53,173.0,415.0,0.0,✅ Healthy Stock,23.95,10,1,Cloudy
2023-01-12,S002,P0014,Clothing,South,247,214,121.9,232.06,173.0,417.0,170.0,⚠️ Reorder Needed,60.11,10,0,Cloudy
2023-01-13,S002,P0014,Clothing,East,117,12,117.9,30.91,173.0,409.0,292.0,🔴 Critical Stockout Risk,95.1,0,0,Snowy
2023-01-14,S002,P0014,Furniture,East,189,24,115.8,37.11,173.0,405.0,216.0,⚠️ Reorder Needed,96.06,10,0,Rainy
2023-01-15,S002,P0014,Clothing,West,58,58,113.5,54.21,173.0,400.0,342.0,🔴 Critical Stockout Risk,26.85,20,0,Snowy
2023-01-16,S002,P0014,Groceries,East,309,269,116.0,275.67,173.0,405.0,96.0,⚠️ Reorder Needed,62.99,5,1,Cloudy
2023-01-17,S002,P0014,Toys,South,131,54,114.6,69.7,173.0,402.0,271.0,🔴 Critical Stockout Risk,80.81,10,1,Snowy
2023-01-18,S002,P0014,Furniture,West,458,426,128.3,427.31,173.0,430.0,0.0,✅ Healthy Stock,17.65,20,1,Snowy
2023-01-19,S002,P0014,Groceries,South,138,95,130.6,98.67,173.0,434.0,296.0,🔴 Critical Stockout Risk,35.43,5,0,Cloudy
2023-01-20,S002,P0014,Furniture,West,283,153,135.1,164.26,173.0,443.0,160.0,⚠️ Reorder Needed,97.76,10,0,Snowy
2023-01-21,S002,P0014,Groceries,West,226,10,130.0,20.05,173.0,433.0,207.0,⚠️ Reorder Needed,25.77,20,0,Sunny
2023-01-22,S002,P0014,Furniture,South,305,63,131.2,67.5,173.0,435.0,130.0,⚠️ Reorder Needed,50.61,15,0,Rainy
2023-01-23,S002,P0014,Electronics,North,414,179,136.8,182.37,173.0,447.0,33.0,⚠️ Reorder Needed,70.1,15,0,Rainy
2023-01-24,S002,P0014,Furniture,South,403,132,135.0,135.76,173.0,443.0,40.0,⚠️ Reorder Needed,60.89,0,0,Sunny
2023-01-25,S002,P0014,Groceries,North,426,225,141.3,220.32,173.0,456.0,30.0,⚠️ Reorder Needed,17.64,0,1,Cloudy
2023-01-26,S002,P0014,Furniture,South,186,101,139.4,103.76,173.0,452.0,266.0,⚠️ Reorder Needed,41.13,20,1,Rainy
2023-01-27,S002,P0014,Toys,North,459,190,139.9,205.8,173.0,453.0,0.0,✅ Healthy Stock,70.23,5,1,Sunny
2023-01-28,S002,P0014,Electronics,North,407,110,142.6,113.77,173.0,458.0,51.0,⚠️ Reorder Needed,15.18,0,1,Cloudy
2023-01-29,S002,P0014,Electronics,West,161,4,136.3,6.83,173.0,446.0,285.0,🔴 Critical Stockout Risk,26.58,10,0,Cloudy
2023-01-30,S002,P0014,Clothing,North,267,214,143.0,229.83,173.0,459.0,192.0,⚠️ Reorder Needed,72.36,10,0,Rainy
2023-01-31,S002,P0014,Groceries,South,163,58,142.8,58.11,173.0,459.0,296.0,🔴 Critical Stockout Risk,40.3,5,0,Snowy
2023-02-01,S002,P0014,Clothing,North,289,241,150.7,240.82,173.0,474.0,185.0,⚠️ Reorder Needed,94.21,20,0,Snowy
2023-02-02,S002,P0014,Clothing,East,347,342,156.3,343.8,173.0,486.0,139.0,⚠️ Reorder Needed,97.65,15,1,Sunny
2023-02-03,S002,P0014,Toys,West,62,10,147.6,7.82,173.0,468.0,406.0,🔴 Critical Stockout Risk,63.11,5,0,Cloudy
2023-02-04,S002,P0014,Furniture,South,121,46,137.6,61.59,173.0,448.0,327.0,🔴 Critical Stockout Risk,46.57,0,1,Sunny
2023-02-05,S002,P0014,Electronics,West,463,121,140.7,137.79,173.0,454.0,0.0,✅ Healthy Stock,36.06,15,0,Snowy
2023-02-06,S002,P0014,Clothing,North,358,335,146.1,353.42,173.0,465.0,107.0,⚠️ Reorder Needed,94.81,5,1,Cloudy
